,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ILDR2,74.02444507,-5.140014221,0.728328456,-7.057275022,1.70E-12,1.86E-11
TGM5,104.7379265,-9.061908812,1.284250124,-7.056186831,1.71E-12,1.87E-11
RPS3A,61729.77727,-1.81571756,0.257607169,-7.048396842,1.81E-12,1.98E-11
WSB1,4324.207105,-2.542535654,0.360783556,-7.047260355,1.82E-12,1.99E-11
LINC00426,65.47271436,-9.87761603,1.401799941,-7.046380684,1.84E-12,2.00E-11
SLC35C1,1133.717784,2.841882753,0.403354928,7.045613072,1.85E-12,2.01E-11
CLDN3,1657.84527,13.12357149,1.863501848,7.042424724,1.89E-12,2.06E-11
MTL5,686.0363212,6.051937159,0.859581917,7.040558947,1.91E-12,2.08E-11
TLE2,246.8065549,5.683299948,0.807928914,7.034405935,2.00E-12,2.18E-11
C12orf34,134.1980076,5.950344428,0.845993514,7.033557974,2.01E-12,2.19E-11
TM9SF1,1771.638328,2.533650474,0.360460116,7.028934296,2.08E-12,2.26E-11
MUC12,79.22140074,-3.674665969,0.523133709,-7.02433414,2.15E-12,2.33E-11
LOC100128682,34.13417201,-9.893624066,1.40906252,-7.021423058,2.20E-12,2.38E-11
TNK1,392.7762569,3.061553163,0.436083945,7.020559219,2.21E-12,2.40E-11
WWC1,1628.393346,3.30942052,0.471540765,7.018312659,2.25E-12,2.43E-11
HNMT,51.13426405,5.035289958,0.717869532,7.014213217,2.31E-12,2.50E-11
TLR2,133.9135715,8.679859305,1.237809505,7.012273917,2.34E-12,2.54E-11
PCDHGA2,51.29627512,6.032940872,0.861180931,7.005427844,2.46E-12,2.66E-11
GRHL3,210.7352224,3.815536717,0.544661612,7.005334376,2.46E-12,2.66E-11
IRAK3,256.2381581,-7.258025518,1.036188924,-7.004538796,2.48E-12,2.68E-11
KRT86,83.30823597,3.467481224,0.495102249,7.003565891,2.50E-12,2.69E-11
FNIP2,275.8615181,3.07875264,0.439604234,7.00346448,2.50E-12,2.69E-11
CRLF1,161.2201626,9.578588327,1.367918515,7.002309147,2.52E-12,2.71E-11
CTF1,58.52762574,5.249261547,0.750272374,6.99647452,2.62E-12,2.83E-11
LOC100506844,106.6170584,-2.775739579,0.396985935,-6.992035072,2.71E-12,2.92E-11
ZBTB42,440.8723481,6.21304041,0.888714958,6.991038412,2.73E-12,2.94E-11
TJP3,743.1563482,10.02268221,1.433776013,6.990410023,2.74E-12,2.95E-11
SDK1,628.2717359,10.14888882,1.452631172,6.986555851,2.82E-12,3.03E-11
ERMN,36.25706631,-7.996728783,1.144839705,-6.98502048,2.85E-12,3.06E-11
ANP32A-IT1,49.99652668,-4.078160504,0.584062202,-6.982407844,2.90E-12,3.11E-11
PLLP,136.120932,4.143241979,0.593409318,6.982097948,2.91E-12,3.12E-11
DGKI,59.71836563,-8.660858667,1.240827861,-6.979903452,2.95E-12,3.17E-11
EDA,363.127437,6.530613031,0.936208089,6.975599878,3.05E-12,3.26E-11
FOS,1826.329122,3.265842523,0.468176265,6.975668709,3.04E-12,3.26E-11
PIP5KL1,99.92545933,4.800971103,0.688532018,6.97276376,3.11E-12,3.32E-11
USP40,1020.884001,1.360957857,0.195235658,6.970846768,3.15E-12,3.37E-11
SUSD4,146.4816739,7.804978262,1.120347612,6.966568395,3.25E-12,3.47E-11
NOTCH4,59.92055589,-2.21412067,0.318079765,-6.960897592,3.38E-12,3.61E-11
ARL17A,271.7978385,-2.727909934,0.392021978,-6.958563763,3.44E-12,3.67E-11
NRIP2,76.86998932,-2.396249292,0.34449617,-6.95580823,3.51E-12,3.74E-11
RNPC3,406.1848476,-2.398413556,0.344858785,-6.95477007,3.53E-12,3.76E-11
HSPB1,21557.40348,5.066683864,0.728714396,6.952907605,3.58E-12,3.81E-11
OSBPL9,3368.188728,-1.218494829,0.175279314,-6.951732064,3.61E-12,3.84E-11
KIF13A,1527.121997,3.541342272,0.509478523,6.950915711,3.63E-12,3.86E-11
PARP14,3249.497521,-4.196984428,0.603876443,-6.95007146,3.65E-12,3.88E-11
GPR39,62.90320362,9.476550453,1.363915236,6.948049413,3.70E-12,3.94E-11
C15orf57,624.6280146,-1.988709073,0.286311437,-6.945964493,3.76E-12,3.99E-11
GABRB2,71.91987068,-9.37054305,1.349202164,-6.945247568,3.78E-12,4.01E-11
SMARCD3,136.7422965,4.229396365,0.609048835,6.944264764,3.80E-12,4.04E-11
KCNA1,22.10089782,-8.798089476,1.267401387,-6.941833554,3.87E-12,4.10E-11
HMHA1,2162.140348,-3.786135598,0.545532763,-6.940253378,3.91E-12,4.15E-11
KIFC3,222.4767447,5.199878373,0.749629127,6.936601295,4.02E-12,4.25E-11
MGC39372,21.56904988,-4.606139694,0.664070038,-6.936225746,4.03E-12,4.26E-11
ZNF512,1102.835277,-2.795127748,0.403038957,-6.935130457,4.06E-12,4.29E-11
NFKB1,2355.936902,-1.117539179,0.161144417,-6.935016436,4.06E-12,4.29E-11
TNFRSF9,96.1687252,-9.529548924,1.374228382,-6.934472501,4.08E-12,4.31E-11
MYCBP2,4765.686105,-2.029713566,0.292709363,-6.934228371,4.08E-12,4.31E-11
CYS1,74.03018621,-3.903746062,0.563028655,-6.933476702,4.11E-12,4.33E-11
DOK3,737.3632938,-3.966736757,0.572262066,-6.931678676,4.16E-12,4.38E-11
MMP9,90.41979049,3.911992218,0.564426984,6.930909278,4.18E-12,4.41E-11
FBXL18,1463.972655,2.574021895,0.371424163,6.930141208,4.20E-12,4.43E-11
STBD1,44.25909321,5.87556612,0.847881328,6.9297034,4.22E-12,4.44E-11
FAM189A2,347.1145207,8.915706825,1.287049256,6.92724601,4.29E-12,4.51E-11
LOC162632,148.1053173,-4.846219008,0.699583099,-6.927295722,4.29E-12,4.51E-11
SLC48A1,404.4148,2.210926372,0.319218136,6.926067556,4.33E-12,4.55E-11
FAM160A1,495.2409876,4.463414335,0.64460392,6.924274266,4.38E-12,4.60E-11
GBP5,36.26534654,-9.017472779,1.302404158,-6.923713135,4.40E-12,4.62E-11
ABCB7,1280.105012,-1.760143783,0.254374716,-6.919491896,4.53E-12,4.75E-11
AIM1L,247.2551807,6.025883774,0.870997484,6.918371049,4.57E-12,4.79E-11
ZNF354C,60.33202458,8.477243632,1.225390115,6.917995772,4.58E-12,4.80E-11
STAT2,2069.606942,-1.711822546,0.247521987,-6.915840362,4.65E-12,4.87E-11
CORO1A,7383.823909,-3.333675739,0.482392259,-6.910715663,4.82E-12,5.04E-11
CAPN11,41.97247538,-5.874770488,0.850528361,-6.907201164,4.94E-12,5.17E-11
UQCRC2,7043.790988,-0.961705579,0.13925848,-6.905903192,4.99E-12,5.21E-11
CRISPLD2,215.4582683,8.000765635,1.158690393,6.905007314,5.02E-12,5.24E-11
USP27X,184.0688158,1.996637995,0.289356654,6.900266382,5.19E-12,5.42E-11
SRPRB,1602.130964,1.005839542,0.145938167,6.892230867,5.49E-12,5.73E-11
KRT81,451.5834427,9.909769781,1.438365984,6.889602431,5.59E-12,5.83E-11
IRS2,796.0485938,4.804331359,0.697919854,6.883786629,5.83E-12,6.07E-11
SLC39A6,5142.157181,2.517004146,0.365667182,6.883319778,5.85E-12,6.09E-11
TNFAIP8,1400.846956,-3.572903683,0.519104844,-6.88281707,5.87E-12,6.10E-11
L3MBTL1,209.1994659,-2.37360166,0.344956274,-6.880876916,5.95E-12,6.18E-11
IFI30,3630.16142,-3.472871025,0.505199549,-6.874255986,6.23E-12,6.48E-11
DAGLA,373.5962839,8.13659624,1.184067364,6.871734232,6.34E-12,6.59E-11
NRGN,100.2774223,4.129883676,0.601056228,6.871043806,6.37E-12,6.61E-11
ANXA6,9508.843932,-3.640150039,0.529798642,-6.870817984,6.38E-12,6.62E-11
ABCB9,244.7688946,3.962918994,0.576845978,6.869977682,6.42E-12,6.66E-11
LGALS17A,50.32121911,-9.476216025,1.379877429,-6.867433168,6.54E-12,6.77E-11
SCN1B,317.8617095,8.326523728,1.212843183,6.865292928,6.64E-12,6.87E-11
SLC22A4,30.62085383,5.207341942,0.758719679,6.8633279,6.73E-12,6.96E-11
LPIN2,1345.721014,-1.337127056,0.194840624,-6.862670759,6.76E-12,6.99E-11
ZAP70,76.69162702,-7.831136249,1.141266885,-6.861792233,6.80E-12,7.03E-11
SYNDIG1,193.2988292,9.002373188,1.312947836,6.856611467,7.05E-12,7.28E-11
ANKRD35,109.0883353,5.54766089,0.809286775,6.855000058,7.13E-12,7.36E-11
CDH23,92.29818466,-4.459462172,0.650568852,-6.854712087,7.15E-12,7.37E-11
ZMYND17,63.55382118,-2.694958258,0.393184158,-6.854188315,7.17E-12,7.39E-11
MAL,130.5888181,-8.731894837,1.274389536,-6.851825591,7.29E-12,7.51E-11
PRRG1,223.7042544,8.810117075,1.286358296,6.848882695,7.44E-12,7.67E-11
UNC5CL,83.53846636,-3.045734802,0.444974284,-6.844743424,7.66E-12,7.89E-11
LGMN,4711.309309,-2.91108699,0.425412984,-6.842966956,7.76E-12,7.98E-11
SCN4A,293.0204036,-5.674527996,0.829858982,-6.837942493,8.03E-12,8.26E-11
CEACAM21,29.3260638,-7.796610722,1.140386497,-6.836814308,8.10E-12,8.32E-11
RGS10,1949.391662,-2.879648381,0.421798234,-6.827075478,8.67E-12,8.90E-11
XAF1,743.3319495,-7.833375542,1.147593992,-6.825911951,8.74E-12,8.97E-11
RUNX2,120.4415906,3.236784079,0.474436023,6.82238262,8.95E-12,9.18E-11
SNX29,1766.000872,-2.253422799,0.330340859,-6.821507963,9.01E-12,9.23E-11
DNAH5,57.03429597,6.489457228,0.951682661,6.818929772,9.17E-12,9.40E-11
AMICA1,29.46828976,-9.442640853,1.386216767,-6.811806839,9.64E-12,9.87E-11
PTMS,5629.45819,2.71002519,0.397892623,6.810946048,9.70E-12,9.92E-11
NOMO1,2591.334643,2.225136182,0.326735231,6.810211972,9.75E-12,9.97E-11
ITSN1,2355.313863,3.419728719,0.502276016,6.808465087,9.86E-12,1.01E-10
MPP2,947.7345753,4.610266391,0.67736288,6.806198756,1.00E-11,1.02E-10
DOK6,69.85879591,-9.795956468,1.439829076,-6.80355511,1.02E-11,1.04E-10
CASQ1,25.82722353,-5.210359294,0.766155769,-6.800652694,1.04E-11,1.06E-10
SHROOM3,1404.122235,3.911625588,0.575617164,6.795533263,1.08E-11,1.10E-10
KIAA1244,1604.08737,5.406225986,0.795723217,6.794103615,1.09E-11,1.11E-10
EEF1A2,10437.22614,8.901539707,1.312074851,6.784323088,1.17E-11,1.19E-10
INHBB,1205.481404,12.36443493,1.822506285,6.784303042,1.17E-11,1.19E-10
ANLN,3112.762179,2.896311462,0.427122811,6.780980525,1.19E-11,1.21E-10
TECPR2,1172.852323,2.105957046,0.310619278,6.779865886,1.20E-11,1.22E-10
ACTN3,1334.404112,-3.796716054,0.560327249,-6.775890443,1.24E-11,1.26E-10
SLC22A5,472.5583164,3.82205747,0.564249425,6.773702017,1.26E-11,1.27E-10
LOC151009,188.4848769,5.433002283,0.802287896,6.771886143,1.27E-11,1.29E-10
B3GNT4,41.51957404,3.493208199,0.516086027,6.768654872,1.30E-11,1.32E-10
ANKRD36B,283.5945741,-1.936434302,0.286141862,-6.76739254,1.31E-11,1.33E-10
RANBP17,272.8530636,9.586783183,1.417175665,6.764710557,1.34E-11,1.35E-10
SHANK3,421.444912,4.991736937,0.738077021,6.763165355,1.35E-11,1.37E-10
ZNF385A,899.9392666,3.465961456,0.512530998,6.762442603,1.36E-11,1.37E-10
ADA,1229.795598,-2.992076739,0.442554744,-6.760918908,1.37E-11,1.39E-10
CYLD,2267.090936,-3.464145376,0.512739331,-6.756153016,1.42E-11,1.43E-10
UXT,1763.882256,-1.175897796,0.174048217,-6.756161111,1.42E-11,1.43E-10
NR2F6,2157.458553,3.309442549,0.489922376,6.755034491,1.43E-11,1.44E-10
LRRC37A4,545.4893116,-2.039680216,0.301968527,-6.754611929,1.43E-11,1.44E-10
PTPLB,566.3670041,2.150507118,0.318411703,6.753857035,1.44E-11,1.45E-10
CLSTN2,78.42638646,6.168173073,0.913333046,6.75347629,1.44E-11,1.45E-10
SCN8A,349.1148561,4.717323585,0.698578823,6.752743471,1.45E-11,1.46E-10
DTX4,2138.132806,-2.324853286,0.344295919,-6.752485745,1.45E-11,1.46E-10
GSDMB,214.0659788,-2.567275946,0.380231846,-6.751869874,1.46E-11,1.47E-10
MFSD6L,83.83828236,-4.340157107,0.642919566,-6.75069999,1.47E-11,1.48E-10
HS3ST3A1,80.59913329,8.888287505,1.316893212,6.749436797,1.48E-11,1.49E-10
RGNEF,394.8469098,4.264381855,0.63186523,6.748878798,1.49E-11,1.50E-10
SLC22A17,791.6235046,7.51057636,1.113217877,6.746726327,1.51E-11,1.52E-10
DMRTA1,91.76440133,9.267271468,1.373857114,6.745440536,1.53E-11,1.53E-10
RALGPS2,847.8610973,3.723947679,0.552430914,6.741019712,1.57E-11,1.58E-10
HS6ST2,168.3468153,10.19326633,1.512225728,6.740571949,1.58E-11,1.58E-10
IGFBP4,5502.797882,4.869713179,0.722538262,6.739730525,1.59E-11,1.59E-10
IRF5,1346.732776,-3.463876168,0.514036713,-6.738577378,1.60E-11,1.60E-10
PHOSPHO1,25.47171434,-3.716414764,0.55163028,-6.737147866,1.62E-11,1.62E-10
ALDH7A1,3671.700442,5.647117746,0.838591071,6.734054227,1.65E-11,1.65E-10
SLC15A4,2054.424101,-2.134528951,0.317206833,-6.729139255,1.71E-11,1.71E-10
G6PD,7075.989194,3.797815998,0.564470717,6.728101004,1.72E-11,1.72E-10
NFIA,181.3741905,8.946319477,1.330203367,6.725527616,1.75E-11,1.75E-10
C17orf28,1387.869963,7.337322535,1.091034896,6.725103445,1.75E-11,1.75E-10
ZBTB25,369.2438887,-2.351548773,0.349760596,-6.723309603,1.78E-11,1.77E-10
FBP1,1734.46822,9.958091445,1.482139069,6.718729474,1.83E-11,1.83E-10
LTBP3,1006.04666,3.761159327,0.560017375,6.716147557,1.87E-11,1.86E-10
ADAM23,655.101925,-3.858922236,0.574606814,-6.715761361,1.87E-11,1.86E-10
RRAS,590.9070378,3.583425414,0.533724117,6.714003165,1.89E-11,1.88E-10
C2CD4C,155.0423514,5.055915868,0.753486934,6.710024603,1.95E-11,1.93E-10
C1orf162,34.0718958,-5.628986778,0.83912308,-6.708177753,1.97E-11,1.96E-10
LOC344595,101.3721742,3.502761617,0.522712067,6.701130202,2.07E-11,2.05E-10
RIPK3,35.93981411,-8.015659727,1.196405503,-6.699785071,2.09E-11,2.07E-10
IFI35,562.8497831,-4.387435424,0.655125761,-6.697088842,2.13E-11,2.11E-10
C19orf51,110.9813381,6.029667325,0.900779619,6.693831873,2.17E-11,2.15E-10
DAZL,65.26269057,-8.626728885,1.288837025,-6.693421057,2.18E-11,2.16E-10
LHX6,65.0753263,8.401741333,1.256254728,6.687928127,2.26E-11,2.24E-10
APPL2,741.9029821,1.767081163,0.264273278,6.686567682,2.28E-11,2.26E-10
C1orf198,1118.891837,2.851189313,0.42650742,6.68497002,2.31E-11,2.28E-10
GNA11,722.9359815,3.248465638,0.4861769,6.681653605,2.36E-11,2.33E-10
MAOA,406.8754976,9.323754757,1.39589933,6.679389093,2.40E-11,2.37E-10
CD1C,50.97079128,-9.495313694,1.422019933,-6.677342191,2.43E-11,2.40E-10
CLCN2,383.2880466,3.022414735,0.45275838,6.675557793,2.46E-11,2.43E-10
PLOD3,2644.608422,2.8326116,0.424523945,6.672442475,2.52E-11,2.48E-10
DGCR5,106.4854406,8.406624318,1.260055418,6.671630625,2.53E-11,2.49E-10
TFPI2,1018.047029,6.989731848,1.047848381,6.670556519,2.55E-11,2.51E-10
FLNB,19993.39331,3.370679696,0.505318216,6.67041003,2.55E-11,2.51E-10
PITPNM2,253.2081632,3.112691298,0.466732336,6.669114302,2.57E-11,2.53E-10
SLC25A4,1611.102127,-1.971313896,0.295934324,-6.661322243,2.71E-11,2.67E-10
MSL3,1079.062636,-2.072484013,0.311174565,-6.66019734,2.73E-11,2.69E-10
COL6A3,213.8486743,3.250430049,0.488087134,6.659528236,2.75E-11,2.70E-10
LOC100507266,67.9466686,-2.623836776,0.394006278,-6.659378084,2.75E-11,2.70E-10
ANKRD44,882.0874864,-3.841013766,0.57681362,-6.659020584,2.76E-11,2.70E-10
GATA6,53.1522764,6.174119597,0.927243119,6.658576885,2.76E-11,2.71E-10
TRAT1,24.15753426,-9.401241175,1.412170699,-6.657298004,2.79E-11,2.73E-10
LOC100506190,136.6377639,5.209826943,0.782658884,6.656574207,2.80E-11,2.75E-10
MTSS1,691.6678951,3.606852634,0.541949855,6.655325396,2.83E-11,2.77E-10
COMMD1,708.9557555,-1.616685434,0.24294419,-6.654554842,2.84E-11,2.78E-10
LOC100506710,2577.743905,-2.355791935,0.354008855,-6.654613013,2.84E-11,2.78E-10
MYOM1,53.84070711,-3.896152919,0.58571474,-6.651963235,2.89E-11,2.83E-10
LOC100506801,22.58456669,-4.227824512,0.635670819,-6.650965231,2.91E-11,2.84E-10
KLK2,37.20386343,-9.983468662,1.501762004,-6.647836763,2.97E-11,2.90E-10
IGSF3,3117.928396,2.307959007,0.347206116,6.647230281,2.99E-11,2.91E-10
FAM127A,2060.808608,2.85922394,0.430373323,6.643590089,3.06E-11,2.98E-10
FAM86B1,164.4291758,2.528951496,0.380924087,6.63899076,3.16E-11,3.08E-10
FGFRL1,1341.104812,4.550185824,0.685454191,6.638205563,3.18E-11,3.09E-10
NXPH4,65.99121115,4.710090363,0.709628337,6.63740456,3.19E-11,3.11E-10
CD93,51.93426098,-9.51355307,1.434417274,-6.632346977,3.30E-11,3.21E-10
CYP26B1,75.23907579,7.951019505,1.199381021,6.629269067,3.37E-11,3.28E-10
NMNAT2,514.5405455,2.116133702,0.319240868,6.628642872,3.39E-11,3.29E-10
HOXC6,62.86858713,6.544167251,0.987601936,6.626320798,3.44E-11,3.34E-10
MAFB,212.2136407,7.400909256,1.11765993,6.62178992,3.55E-11,3.44E-10
GREB1L,146.3081347,5.304156792,0.801177494,6.620451564,3.58E-11,3.47E-10
LOC100130872,69.60593427,-7.776560272,1.175174841,-6.617364498,3.66E-11,3.55E-10
JAKMIP1,292.2562792,-6.04266964,0.913270399,-6.616517569,3.68E-11,3.56E-10
WNK2,1670.298958,10.74822564,1.624614727,6.615861262,3.69E-11,3.58E-10
WNT10A,819.6891441,-7.402119816,1.118920225,-6.61541337,3.71E-11,3.59E-10
HMGB3,5654.50466,2.525275239,0.382155914,6.607971103,3.90E-11,3.77E-10
GAL,792.6719191,9.640397815,1.459079956,6.607175825,3.92E-11,3.79E-10
LOC115110,115.3636284,-5.841452704,0.884146009,-6.606886926,3.92E-11,3.79E-10
LRRC25,46.41696531,-6.858860696,1.038238278,-6.606249108,3.94E-11,3.81E-10
CD200R1,27.92456653,-5.012446823,0.758911369,-6.604785519,3.98E-11,3.84E-10
HLA-DRB1,10750.6747,-6.158522689,0.932888323,-6.601564772,4.07E-11,3.92E-10
BEND7,81.66018424,6.186889014,0.937325373,6.600577761,4.10E-11,3.95E-10
SEMA3E,109.0143495,4.777339867,0.724049929,6.598080706,4.17E-11,4.01E-10
SURF4,8531.412206,1.752133136,0.265582646,6.597317876,4.19E-11,4.03E-10
CTXN1,566.0148205,5.437842871,0.824336685,6.596628499,4.21E-11,4.05E-10
TUBA1C,15848.53777,2.382920525,0.3613623,6.594269862,4.27E-11,4.11E-10
DLGAP1,254.733419,-5.152343852,0.781375806,-6.593938297,4.28E-11,4.12E-10
LYL1,47.82037845,-9.260388603,1.405189646,-6.590134386,4.39E-11,4.22E-10
PVRL4,192.4133659,4.453992888,0.676338458,6.585449693,4.54E-11,4.36E-10
SMAD6,172.4906648,10.7579107,1.634162451,6.583134188,4.61E-11,4.42E-10
C9orf89,531.2292478,3.000935186,0.456410076,6.575085304,4.86E-11,4.66E-10
DNAJC5B,34.56717743,-9.916018647,1.508340119,-6.574126435,4.89E-11,4.69E-10
BMS1P4,161.4286549,-1.740511843,0.264777302,-6.573493392,4.91E-11,4.71E-10
ZHX3,1058.937895,1.665105993,0.253352587,6.572287311,4.95E-11,4.75E-10
SLC25A33,527.3047079,-1.329334698,0.202273546,-6.571965178,4.97E-11,4.75E-10
DENND2C,129.348388,2.655830315,0.404324738,6.568557567,5.08E-11,4.86E-10
DNER,277.3809522,8.331477051,1.268519459,6.567874848,5.10E-11,4.88E-10
VAMP1,999.4464734,-3.017691224,0.459629937,-6.565480142,5.19E-11,4.96E-10
FKBP10,3297.531177,4.028806186,0.614015163,6.561411554,5.33E-11,5.09E-10
CDH17,22.9128648,-9.267158532,1.412823787,-6.559316608,5.41E-11,5.16E-10
TXK,25.83447187,-9.457407636,1.442588718,-6.555858589,5.53E-11,5.28E-10
ZBTB47,196.2733872,3.9745296,0.606354191,6.554798594,5.57E-11,5.31E-10
HOMER3,1344.950485,4.68555367,0.715138497,6.551952788,5.68E-11,5.41E-10
ZNF503,119.1741675,6.130472943,0.935822667,6.550891701,5.72E-11,5.45E-10
CACNA1H,3053.341566,10.36605324,1.582619262,6.549934965,5.76E-11,5.48E-10
CROCC,1368.117531,3.185039422,0.486429426,6.547793471,5.84E-11,5.56E-10
DDHD1,1775.574778,-1.804577059,0.275640654,-6.546846532,5.88E-11,5.59E-10
SLC27A4,1509.349161,3.255221155,0.497258559,6.546335099,5.90E-11,5.60E-10
IL17RE,111.9643871,5.168922199,0.789772982,6.544820242,5.96E-11,5.66E-10
PMAIP1,2530.465234,-3.622857149,0.553795467,-6.541868551,6.08E-11,5.77E-10
KRTCAP3,390.8363196,5.038703403,0.770568307,6.538944515,6.20E-11,5.88E-10
TRIM29,1416.291564,7.93747475,1.213946353,6.538571275,6.21E-11,5.89E-10
LSR,4947.710818,3.02412059,0.462596244,6.537278742,6.26E-11,5.94E-10
SNHG3,2822.467803,-1.460619201,0.223432799,-6.537174526,6.27E-11,5.94E-10
ZNF879,52.25150134,8.268778807,1.265668581,6.533131131,6.44E-11,6.10E-10
THAP10,91.24656627,2.418958738,0.37038323,6.530961827,6.53E-11,6.18E-10
PVR,960.5277916,5.957041347,0.912434303,6.52873454,6.63E-11,6.27E-10
ZNF311,77.36359408,4.706453204,0.720900559,6.528574776,6.64E-11,6.28E-10
SREBF1,3661.231012,3.437415169,0.526910261,6.523720307,6.86E-11,6.48E-10
DGCR2,3475.256029,2.19577488,0.33672533,6.520967346,6.99E-11,6.60E-10
CXorf65,17.43618623,-8.902456591,1.36535882,-6.520232235,7.02E-11,6.62E-10
CTNNA1,13507.36686,1.8290768,0.280622472,6.51792704,7.13E-11,6.72E-10
TMEM86A,65.49298091,3.785282275,0.581184821,6.513043932,7.36E-11,6.94E-10
TOX2,473.6627257,-3.200255262,0.49136976,-6.512926763,7.37E-11,6.94E-10
P2RY1,303.7439145,-3.489988379,0.535893962,-6.512460724,7.39E-11,6.96E-10
NFIC,1559.649877,2.219671489,0.340906411,6.511087556,7.46E-11,7.02E-10
PAX5,1032.667754,-6.629246066,1.018377934,-6.509612832,7.53E-11,7.09E-10
KRT13,200.5409559,11.33617134,1.741617803,6.508989129,7.57E-11,7.11E-10
SLC27A6,145.2140878,8.523538332,1.309530589,6.508850122,7.57E-11,7.12E-10
EML1,908.8172961,7.002114765,1.075821521,6.508621209,7.58E-11,7.12E-10
RPS9,36828.05634,-1.082734974,0.166365773,-6.508159444,7.61E-11,7.14E-10
HS6ST1,2665.278512,2.915880761,0.448062113,6.507760146,7.63E-11,7.16E-10
SLC44A3,73.42154537,8.407487809,1.291973214,6.50747842,7.64E-11,7.17E-10
SCUBE2,385.5150162,6.733334101,1.034911541,6.506192879,7.71E-11,7.22E-10
TTC18,27.18095751,-3.047442783,0.468811796,-6.500354317,8.01E-11,7.51E-10
SLC1A5,10141.76291,2.428976573,0.373697305,6.499850396,8.04E-11,7.53E-10
ANO3,20.13496684,-9.095941885,1.399781606,-6.498115027,8.13E-11,7.61E-10
LOC100132707,81.32247966,-1.844861556,0.283931695,-6.497554115,8.16E-11,7.63E-10
NHLRC4,23.14697855,-4.487252927,0.690650003,-6.497144582,8.19E-11,7.65E-10
GAB3,59.11088868,-4.101016298,0.631581867,-6.493245787,8.40E-11,7.85E-10
YBX2,451.5823398,10.59728833,1.632526933,6.491340583,8.51E-11,7.94E-10
ADI1,1523.760041,1.596488541,0.246046159,6.488573307,8.67E-11,8.09E-10
DEPTOR,264.1785186,6.513268092,1.004390794,6.484794694,8.89E-11,8.29E-10
C10orf116,1032.779047,5.130949071,0.791341318,6.483863479,8.94E-11,8.33E-10
ATP8A1,1910.414548,-5.67928601,0.875988915,-6.483285245,8.97E-11,8.36E-10
MRPS18B,2197.073068,-0.982081813,0.151484538,-6.483049843,8.99E-11,8.37E-10
ZDHHC8P1,30.71557586,8.235843145,1.27049688,6.48237967,9.03E-11,8.40E-10
LDOC1L,1394.706682,3.109799407,0.479810251,6.48131089,9.09E-11,8.46E-10
INPP5A,851.1909991,2.420927609,0.373529562,6.481220915,9.10E-11,8.46E-10
TECR,3795.851529,2.491881497,0.384816836,6.475500193,9.45E-11,8.78E-10
ALDH3B2,100.4105645,10.3274212,1.595260695,6.473814116,9.56E-11,8.87E-10
PSMB9,1632.264904,-5.781270796,0.893018594,-6.473852653,9.55E-11,8.87E-10
SLC23A1,30.91163859,-5.811601653,0.898182814,-6.470399523,9.77E-11,9.07E-10
ARHGAP1,2748.729859,1.75872616,0.271827484,6.470008593,9.80E-11,9.09E-10
LOC63930,26.59011322,-7.103400769,1.097936127,-6.469775967,9.81E-11,9.09E-10
CSRP1,2655.650465,2.064338756,0.319174427,6.467744838,9.95E-11,9.21E-10
PTPRCAP,984.2124512,-5.574041058,0.861849569,-6.467533611,9.96E-11,9.22E-10
ULBP3,43.23465577,6.212360418,0.960626551,6.466988041,1.00E-10,9.25E-10
SEMA4B,2601.298841,2.670303013,0.413001011,6.465608893,1.01E-10,9.33E-10
PPP1R13L,1359.114801,3.698577417,0.572647321,6.458735209,1.06E-10,9.76E-10
RASIP1,168.3853627,8.880093853,1.374951101,6.458479759,1.06E-10,9.77E-10
LOC100506804,20.88742478,-3.218231181,0.498483661,-6.456041451,1.07E-10,9.92E-10
PLEKHN1,119.1880701,4.290749146,0.664806191,6.45413536,1.09E-10,1.00E-09
KIF23,2228.948522,1.394983134,0.216210488,6.451967936,1.10E-10,1.02E-09
SEMA6B,1297.391432,6.968209811,1.080474566,6.449212253,1.12E-10,1.04E-09
